epoch,value,metric,data
201,0.19739936292171478,loss,training
202,0.19690276682376862,loss,training
203,0.1966172605752945,loss,training
204,0.19598345458507538,loss,training
205,0.1954454928636551,loss,training
206,0.19563835859298706,loss,training
207,0.19507978856563568,loss,training
208,0.19501431286334991,loss,training
209,0.19446952641010284,loss,training
210,0.19394080340862274,loss,training
211,0.19336937367916107,loss,training
212,0.19277359545230865,loss,training
213,0.19277453422546387,loss,training
214,0.19235877692699432,loss,training
215,0.1916472464799881,loss,training
216,0.19114941358566284,loss,training
217,0.19135357439517975,loss,training
218,0.19085556268692017,loss,training
219,0.1905474066734314,loss,training
220,0.1900770664215088,loss,training
221,0.18931461870670319,loss,training
222,0.1893826425075531,loss,training
223,0.1885913908481598,loss,training
224,0.188535675406456,loss,training
225,0.18826694786548615,loss,training
226,0.18791019916534424,loss,training
227,0.18751634657382965,loss,training
228,0.1869233101606369,loss,training
229,0.1864309459924698,loss,training
230,0.18637052178382874,loss,training
231,0.1863376498222351,loss,training
232,0.18573908507823944,loss,training
233,0.18553543090820313,loss,training
234,0.18516328930854797,loss,training
235,0.18448427319526672,loss,training
236,0.18469087779521942,loss,training
237,0.18373380601406097,loss,training
238,0.1835818737745285,loss,training
239,0.18297581374645233,loss,training
240,0.18287646770477295,loss,training
241,0.18266591429710388,loss,training
242,0.18229876458644867,loss,training
243,0.18260058760643005,loss,training
244,0.18160901963710785,loss,training
245,0.1808931976556778,loss,training
246,0.18152645230293274,loss,training
247,0.18073171377182007,loss,training
248,0.1803300380706787,loss,training
249,0.18036238849163055,loss,training
250,0.18005436658859253,loss,training
251,0.17960520088672638,loss,training
252,0.17911209166049957,loss,training
253,0.17847928404808044,loss,training
254,0.17843839526176453,loss,training
255,0.17874234914779663,loss,training
256,0.17822492122650146,loss,training
257,0.17755793035030365,loss,training
258,0.17729127407073975,loss,training
259,0.17738637328147888,loss,training
260,0.17683520913124084,loss,training
261,0.17742693424224854,loss,training
262,0.17640511691570282,loss,training
263,0.1759316623210907,loss,training
264,0.1761072427034378,loss,training
265,0.1752365678548813,loss,training
266,0.17509306967258453,loss,training
267,0.17494533956050873,loss,training
268,0.17455732822418213,loss,training
269,0.17487454414367676,loss,training
270,0.17397302389144897,loss,training
271,0.17415401339530945,loss,training
272,0.1733364760875702,loss,training
273,0.1731848120689392,loss,training
274,0.17346957325935364,loss,training
275,0.17284639179706573,loss,training
276,0.17287835478782654,loss,training
277,0.17258337140083313,loss,training
278,0.17179550230503082,loss,training
279,0.17157131433486938,loss,training
280,0.17158205807209015,loss,training
281,0.17133685946464539,loss,training
282,0.1707230657339096,loss,training
283,0.17062357068061829,loss,training
284,0.17011769115924835,loss,training
285,0.17005771398544312,loss,training
286,0.17027172446250916,loss,training
287,0.1693427413702011,loss,training
288,0.16974620521068573,loss,training
289,0.16919372975826263,loss,training
290,0.16889387369155884,loss,training
291,0.16870009899139404,loss,training
292,0.1683097630739212,loss,training
293,0.16843776404857635,loss,training
294,0.1682046502828598,loss,training
295,0.16778935492038727,loss,training
296,0.16730646789073944,loss,training
297,0.16693808138370514,loss,training
298,0.16699746251106262,loss,training
299,0.16746725142002106,loss,training
300,0.1664375513792038,loss,training
301,0.1665269285440445,loss,training
302,0.16634875535964966,loss,training
303,0.16562388837337494,loss,training
304,0.1661708801984787,loss,training
305,0.165243998169899,loss,training
306,0.1651022732257843,loss,training
307,0.16448023915290833,loss,training
308,0.16482333838939667,loss,training
309,0.16453009843826294,loss,training
310,0.1647959202528,loss,training
311,0.16414901614189148,loss,training
312,0.16369818150997162,loss,training
313,0.16400542855262756,loss,training
314,0.16344664990901947,loss,training
315,0.1629166603088379,loss,training
316,0.1633221060037613,loss,training
317,0.16336412727832794,loss,training
318,0.1626744121313095,loss,training
319,0.16279195249080658,loss,training
320,0.16228774189949036,loss,training
321,0.16203568875789642,loss,training
322,0.16195885837078094,loss,training
323,0.16169346868991852,loss,training
324,0.1614651083946228,loss,training
325,0.16120414435863495,loss,training
326,0.1609489768743515,loss,training
327,0.16069769859313965,loss,training
328,0.1605028510093689,loss,training
329,0.16036942601203918,loss,training
330,0.16053591668605804,loss,training
331,0.16017340123653412,loss,training
332,0.15937407314777374,loss,training
333,0.1593480110168457,loss,training
334,0.1592550277709961,loss,training
335,0.15996569395065308,loss,training
336,0.15919077396392822,loss,training
337,0.15872667729854584,loss,training
338,0.15885744988918304,loss,training
339,0.15855900943279266,loss,training
340,0.15843190252780914,loss,training
341,0.15847449004650116,loss,training
342,0.15770140290260315,loss,training
343,0.15768350660800934,loss,training
344,0.15773478150367737,loss,training
345,0.15713390707969666,loss,training
346,0.1573813259601593,loss,training
347,0.15723854303359985,loss,training
348,0.15652672946453094,loss,training
349,0.15690408647060394,loss,training
350,0.15646719932556152,loss,training
351,0.15661875903606415,loss,training
352,0.15614745020866394,loss,training
353,0.1559087038040161,loss,training
354,0.15596498548984528,loss,training
355,0.1553889960050583,loss,training
356,0.15547174215316772,loss,training
357,0.15529420971870422,loss,training
358,0.15531891584396362,loss,training
359,0.1548609584569931,loss,training
360,0.15505722165107727,loss,training
361,0.15488877892494202,loss,training
362,0.15428994596004486,loss,training
363,0.15453848242759705,loss,training
364,0.15439772605895996,loss,training
365,0.15431645512580872,loss,training
366,0.15347173810005188,loss,training
367,0.15383383631706238,loss,training
368,0.15362145006656647,loss,training
369,0.1534239947795868,loss,training
370,0.15288354456424713,loss,training
371,0.15306518971920013,loss,training
372,0.15286199748516083,loss,training
373,0.1527489870786667,loss,training
374,0.15240827202796936,loss,training
375,0.15242691338062286,loss,training
376,0.15234556794166565,loss,training
377,0.15241053700447083,loss,training
378,0.15208536386489868,loss,training
379,0.15182317793369293,loss,training
380,0.15155509114265442,loss,training
381,0.15186253190040588,loss,training
382,0.15192510187625885,loss,training
383,0.15087106823921204,loss,training
384,0.15069182217121124,loss,training
385,0.1510348916053772,loss,training
386,0.15100200474262238,loss,training
387,0.15023483335971832,loss,training
388,0.15076328814029694,loss,training
389,0.1501983106136322,loss,training
390,0.1501118242740631,loss,training
391,0.15020519495010376,loss,training
392,0.1503290981054306,loss,training
393,0.14958301186561584,loss,training
394,0.14970049262046814,loss,training
395,0.14954331517219543,loss,training
396,0.14921730756759644,loss,training
397,0.14941513538360596,loss,training
398,0.14930211007595062,loss,training
399,0.1485683172941208,loss,training
400,0.14871828258037567,loss,training
401,0.1487797051668167,loss,training
402,0.14869968593120575,loss,training
403,0.14866505563259125,loss,training
404,0.1486213058233261,loss,training
405,0.14806422591209412,loss,training
406,0.1482895463705063,loss,training
407,0.14809153974056244,loss,training
408,0.1475466936826706,loss,training
409,0.14769135415554047,loss,training
410,0.14762647449970245,loss,training
411,0.14744098484516144,loss,training
412,0.14791752398014069,loss,training
413,0.14712604880332947,loss,training
414,0.1473427265882492,loss,training
415,0.14668646454811096,loss,training
416,0.14687827229499817,loss,training
417,0.14685112237930298,loss,training
418,0.14631544053554535,loss,training
419,0.14639639854431152,loss,training
420,0.14622762799263,loss,training
421,0.14638756215572357,loss,training
422,0.14601925015449524,loss,training
423,0.14649705588817596,loss,training
424,0.14621934294700623,loss,training
425,0.14561381936073303,loss,training
426,0.14566193521022797,loss,training
427,0.14557863771915436,loss,training
428,0.14540527760982513,loss,training
429,0.1456785947084427,loss,training
430,0.1449207216501236,loss,training
431,0.1449812352657318,loss,training
432,0.1445866972208023,loss,training
433,0.144870787858963,loss,training
434,0.1443907916545868,loss,training
435,0.14469307661056519,loss,training
436,0.14424285292625427,loss,training
437,0.14437036216259003,loss,training
438,0.14416293799877167,loss,training
439,0.1445009559392929,loss,training
440,0.14386306703090668,loss,training
441,0.14402522146701813,loss,training
442,0.14408300817012787,loss,training
443,0.14394980669021606,loss,training
444,0.14337360858917236,loss,training
445,0.14364434778690338,loss,training
446,0.14338231086730957,loss,training
447,0.14294666051864624,loss,training
448,0.143255814909935,loss,training
449,0.14310742914676666,loss,training
450,0.14295744895935059,loss,training
451,0.14291223883628845,loss,training
452,0.14314037561416626,loss,training
453,0.14239802956581116,loss,training
454,0.1425660401582718,loss,training
455,0.14193475246429443,loss,training
456,0.1423082798719406,loss,training
457,0.14234282076358795,loss,training
458,0.14215753972530365,loss,training
459,0.14188410341739655,loss,training
460,0.14196118712425232,loss,training
461,0.14250926673412323,loss,training
462,0.1416923552751541,loss,training
463,0.14154446125030518,loss,training
464,0.14133228361606598,loss,training
465,0.1412585973739624,loss,training
466,0.14132626354694366,loss,training
467,0.14119935035705566,loss,training
468,0.14116813242435455,loss,training
469,0.14091674983501434,loss,training
470,0.14093193411827087,loss,training
471,0.14083686470985413,loss,training
472,0.14097760617733002,loss,training
473,0.14092402160167694,loss,training
474,0.1402699202299118,loss,training
475,0.1406785249710083,loss,training
476,0.14057807624340057,loss,training
477,0.14046141505241394,loss,training
478,0.14049187302589417,loss,training
479,0.14013829827308655,loss,training
480,0.1401439756155014,loss,training
481,0.13955260813236237,loss,training
482,0.13997748494148254,loss,training
483,0.14022913575172424,loss,training
484,0.13958831131458282,loss,training
485,0.13939838111400604,loss,training
486,0.1395249217748642,loss,training
487,0.13944335281848907,loss,training
488,0.13919198513031006,loss,training
489,0.13909456133842468,loss,training
490,0.13928034901618958,loss,training
491,0.13900849223136902,loss,training
492,0.13889279961585999,loss,training
493,0.1390289068222046,loss,training
494,0.13878343999385834,loss,training
495,0.13848018646240234,loss,training
496,0.13867205381393433,loss,training
497,0.13883164525032043,loss,training
498,0.13859477639198303,loss,training
499,0.13873258233070374,loss,training
500,0.13804452121257782,loss,training
501,0.13797466456890106,loss,training
502,0.1378069967031479,loss,training
503,0.13807541131973267,loss,training
504,0.13752767443656921,loss,training
505,0.13836805522441864,loss,training
506,0.13790208101272583,loss,training
507,0.13776271045207977,loss,training
508,0.13757933676242828,loss,training
509,0.13739214837551117,loss,training
510,0.13776013255119324,loss,training
511,0.13734163343906403,loss,training
512,0.13696900010108948,loss,training
513,0.13736674189567566,loss,training
514,0.1372281312942505,loss,training
515,0.1369308978319168,loss,training
516,0.1374666541814804,loss,training
517,0.13690215349197388,loss,training
518,0.13668178021907806,loss,training
519,0.13656382262706757,loss,training
520,0.13711458444595337,loss,training
521,0.13706465065479279,loss,training
522,0.13672465085983276,loss,training
523,0.1368049830198288,loss,training
524,0.13675524294376373,loss,training
525,0.13642726838588715,loss,training
526,0.13637208938598633,loss,training
527,0.13623757660388947,loss,training
528,0.13591879606246948,loss,training
529,0.13610981404781342,loss,training
530,0.1362563818693161,loss,training
531,0.13631375133991241,loss,training
532,0.13580657541751862,loss,training
533,0.13604412972927094,loss,training
534,0.1357898861169815,loss,training
535,0.13570131361484528,loss,training
536,0.13588321208953857,loss,training
537,0.13556239008903503,loss,training
538,0.13574275374412537,loss,training
539,0.1351756602525711,loss,training
540,0.1351061314344406,loss,training
541,0.1346708983182907,loss,training
542,0.1352224051952362,loss,training
543,0.13506022095680237,loss,training
544,0.1348705291748047,loss,training
545,0.13494856655597687,loss,training
546,0.13502226769924164,loss,training
547,0.13466449081897736,loss,training
548,0.1347990334033966,loss,training
549,0.1344965547323227,loss,training
550,0.13428248465061188,loss,training
551,0.1341480165719986,loss,training
552,0.1345817893743515,loss,training
553,0.13379593193531036,loss,training
554,0.13425035774707794,loss,training
555,0.13424080610275269,loss,training
556,0.13409434258937836,loss,training
557,0.13397184014320374,loss,training
558,0.1345309466123581,loss,training
559,0.13389885425567627,loss,training
560,0.1339503526687622,loss,training
561,0.1335001289844513,loss,training
562,0.13375748693943024,loss,training
563,0.13367235660552979,loss,training
564,0.13357172906398773,loss,training
565,0.13360068202018738,loss,training
566,0.13361141085624695,loss,training
567,0.13345098495483398,loss,training
568,0.13330820202827454,loss,training
569,0.1331402063369751,loss,training
570,0.13351397216320038,loss,training
571,0.13281001150608063,loss,training
572,0.13294513523578644,loss,training
573,0.1331217885017395,loss,training
574,0.1329490691423416,loss,training
575,0.13283531367778778,loss,training
576,0.13319221138954163,loss,training
577,0.13288801908493042,loss,training
578,0.13263198733329773,loss,training
579,0.13272221386432648,loss,training
580,0.13275043666362762,loss,training
581,0.1325194388628006,loss,training
582,0.13259652256965637,loss,training
583,0.1323402374982834,loss,training
584,0.1326264590024948,loss,training
585,0.13229313492774963,loss,training
586,0.13250978291034698,loss,training
587,0.13228438794612885,loss,training
588,0.13221032917499542,loss,training
589,0.131974458694458,loss,training
590,0.13202135264873505,loss,training
591,0.13221372663974762,loss,training
592,0.13196155428886414,loss,training
593,0.1316940188407898,loss,training
594,0.13181072473526,loss,training
595,0.131799578666687,loss,training
596,0.13191302120685577,loss,training
597,0.131601944565773,loss,training
598,0.13166755437850952,loss,training
599,0.13144412636756897,loss,training
600,0.13138489425182343,loss,training
601,0.1316789984703064,loss,training
602,0.13098284602165222,loss,training
603,0.13131622970104218,loss,training
604,0.13126544654369354,loss,training
605,0.13091325759887695,loss,training
606,0.1311022937297821,loss,training
607,0.13161107897758484,loss,training
608,0.1311940848827362,loss,training
609,0.13150857388973236,loss,training
610,0.13075412809848785,loss,training
611,0.13108423352241516,loss,training
612,0.13041375577449799,loss,training
613,0.13037976622581482,loss,training
614,0.1312686800956726,loss,training
615,0.13038155436515808,loss,training
616,0.13077010214328766,loss,training
617,0.13036435842514038,loss,training
618,0.13097260892391205,loss,training
619,0.1304454654455185,loss,training
620,0.13052998483181,loss,training
621,0.1303209811449051,loss,training
622,0.13012544810771942,loss,training
623,0.13043342530727386,loss,training
624,0.13014371693134308,loss,training
625,0.13034187257289886,loss,training
626,0.13004134595394135,loss,training
627,0.1295713186264038,loss,training
628,0.12986886501312256,loss,training
629,0.1298578679561615,loss,training
630,0.12957067787647247,loss,training
631,0.12981180846691132,loss,training
632,0.1299920529127121,loss,training
633,0.12930512428283691,loss,training
634,0.13030828535556793,loss,training
635,0.1295127272605896,loss,training
636,0.1295052319765091,loss,training
637,0.12941686809062958,loss,training
638,0.12997381389141083,loss,training
639,0.12943007051944733,loss,training
640,0.12915514409542084,loss,training
641,0.129215806722641,loss,training
642,0.12905706465244293,loss,training
643,0.12896597385406494,loss,training
644,0.12925855815410614,loss,training
645,0.129422128200531,loss,training
646,0.12906432151794434,loss,training
647,0.12919194996356964,loss,training
648,0.12890760600566864,loss,training
649,0.1289471685886383,loss,training
650,0.12874522805213928,loss,training
651,0.12862230837345123,loss,training
652,0.12844645977020264,loss,training
653,0.12879899144172668,loss,training
654,0.12867778539657593,loss,training
655,0.12872344255447388,loss,training
656,0.12850525975227356,loss,training
657,0.12900447845458984,loss,training
658,0.1281171292066574,loss,training
659,0.1284252554178238,loss,training
660,0.12879005074501038,loss,training
661,0.12824538350105286,loss,training
662,0.12802661955356598,loss,training
663,0.12800121307373047,loss,training
664,0.1282232105731964,loss,training
665,0.12851007282733917,loss,training
666,0.12867231667041779,loss,training
667,0.12789639830589294,loss,training
668,0.12805673480033875,loss,training
669,0.12780018150806427,loss,training
670,0.12780913710594177,loss,training
671,0.1280718743801117,loss,training
672,0.12826859951019287,loss,training
673,0.1277690976858139,loss,training
674,0.12742480635643005,loss,training
675,0.12832419574260712,loss,training
676,0.12766997516155243,loss,training
677,0.12731805443763733,loss,training
678,0.12744680047035217,loss,training
679,0.127481147646904,loss,training
680,0.1280059963464737,loss,training
681,0.12749731540679932,loss,training
682,0.12729093432426453,loss,training
683,0.12746362388134003,loss,training
684,0.12709985673427582,loss,training
685,0.12735049426555634,loss,training
686,0.12769219279289246,loss,training
687,0.12693928182125092,loss,training
688,0.12747757136821747,loss,training
689,0.12708984315395355,loss,training
690,0.12732236087322235,loss,training
691,0.12674713134765625,loss,training
692,0.12719137966632843,loss,training
693,0.12686443328857422,loss,training
694,0.12678949534893036,loss,training
695,0.1267341822385788,loss,training
696,0.12640665471553802,loss,training
697,0.1272871196269989,loss,training
698,0.12641702592372894,loss,training
699,0.1267387568950653,loss,training
700,0.12729902565479279,loss,training
701,0.12709055840969086,loss,training
702,0.126646488904953,loss,training
703,0.12638315558433533,loss,training
704,0.12663204967975616,loss,training
705,0.1265907734632492,loss,training
706,0.12656211853027344,loss,training
707,0.12679699063301086,loss,training
708,0.12687763571739197,loss,training
709,0.1263093650341034,loss,training
710,0.12587526440620422,loss,training
711,0.12638606131076813,loss,training
712,0.126715749502182,loss,training
713,0.1265636831521988,loss,training
714,0.12605783343315125,loss,training
715,0.12684366106987,loss,training
716,0.12597817182540894,loss,training
717,0.12596619129180908,loss,training
718,0.12585097551345825,loss,training
719,0.12624090909957886,loss,training
720,0.12622256577014923,loss,training
721,0.12575671076774597,loss,training
722,0.1256546825170517,loss,training
723,0.12593960762023926,loss,training
724,0.1253391057252884,loss,training
725,0.12607336044311523,loss,training
726,0.12606149911880493,loss,training
727,0.12542790174484253,loss,training
728,0.12541982531547546,loss,training
729,0.12576448917388916,loss,training
730,0.12588752806186676,loss,training
731,0.12504106760025024,loss,training
732,0.12544825673103333,loss,training
733,0.1250801682472229,loss,training
734,0.12553679943084717,loss,training
735,0.12551303207874298,loss,training
736,0.12501218914985657,loss,training
737,0.12515994906425476,loss,training
738,0.12551167607307434,loss,training
739,0.12571166455745697,loss,training
740,0.12557663023471832,loss,training
741,0.12506911158561707,loss,training
742,0.12469159066677094,loss,training
743,0.12504735589027405,loss,training
744,0.12577404081821442,loss,training
745,0.12515482306480408,loss,training
746,0.12491612881422043,loss,training
747,0.12460804730653763,loss,training
748,0.1244969516992569,loss,training
749,0.12441077828407288,loss,training
750,0.12463705986738205,loss,training
751,0.12480500340461731,loss,training
752,0.12481438368558884,loss,training
753,0.12538480758666992,loss,training
754,0.12442434579133987,loss,training
755,0.12425510585308075,loss,training
756,0.12454258650541306,loss,training
757,0.12459374964237213,loss,training
758,0.12473779916763306,loss,training
759,0.12398777157068253,loss,training
760,0.12434131652116776,loss,training
761,0.12435692548751831,loss,training
762,0.12413183599710464,loss,training
763,0.12423747777938843,loss,training
764,0.12480243295431137,loss,training
765,0.12433069944381714,loss,training
766,0.12359987199306488,loss,training
767,0.12429482489824295,loss,training
768,0.12418694794178009,loss,training
769,0.12406346946954727,loss,training
770,0.12368183583021164,loss,training
771,0.12389740347862244,loss,training
772,0.12402107566595078,loss,training
773,0.12447939068078995,loss,training
774,0.12402651458978653,loss,training
775,0.12421394139528275,loss,training
776,0.12335005402565002,loss,training
777,0.12410451471805573,loss,training
778,0.12382694333791733,loss,training
779,0.12374965846538544,loss,training
780,0.12364351004362106,loss,training
781,0.12347298115491867,loss,training
782,0.12424077838659286,loss,training
783,0.12422910332679749,loss,training
784,0.1236981451511383,loss,training
785,0.12348276376724243,loss,training
786,0.12361130118370056,loss,training
787,0.12422109395265579,loss,training
788,0.1235315203666687,loss,training
789,0.1237095445394516,loss,training
790,0.12324082106351852,loss,training
791,0.12328605353832245,loss,training
792,0.12358680367469788,loss,training
793,0.12330832332372665,loss,training
794,0.1231168881058693,loss,training
795,0.12404342740774155,loss,training
796,0.12340620160102844,loss,training
797,0.12335504591464996,loss,training
798,0.12332189083099365,loss,training
799,0.12310118973255157,loss,training
800,0.12323524802923203,loss,training
801,0.12307360023260117,loss,training
802,0.12293721735477448,loss,training
803,0.12246428430080414,loss,training
804,0.12325391918420792,loss,training
805,0.12317437678575516,loss,training
806,0.12290877103805542,loss,training
807,0.12263284623622894,loss,training
808,0.12279192358255386,loss,training
809,0.12299197912216187,loss,training
810,0.12236658483743668,loss,training
811,0.12322725355625153,loss,training
812,0.1234375461935997,loss,training
813,0.12301411479711533,loss,training
814,0.12260812520980835,loss,training
815,0.12289372831583023,loss,training
816,0.122799351811409,loss,training
817,0.1227235272526741,loss,training
818,0.12246380001306534,loss,training
819,0.12276668101549149,loss,training
820,0.12238313257694244,loss,training
821,0.12303464859724045,loss,training
822,0.12242192775011063,loss,training
823,0.12254398316144943,loss,training
824,0.1222928836941719,loss,training
825,0.12227842956781387,loss,training
826,0.12214474380016327,loss,training
827,0.12254350632429123,loss,training
828,0.12227029353380203,loss,training
829,0.12311285734176636,loss,training
830,0.12245283275842667,loss,training
831,0.12223051488399506,loss,training
832,0.12212985754013062,loss,training
833,0.12250455468893051,loss,training
834,0.12218382209539413,loss,training
835,0.12215953320264816,loss,training
836,0.12233936786651611,loss,training
837,0.12213440984487534,loss,training
838,0.12236055731773376,loss,training
839,0.12218759208917618,loss,training
840,0.12180004268884659,loss,training
841,0.12185578793287277,loss,training
842,0.12175410240888596,loss,training
843,0.1216241717338562,loss,training
844,0.12139146029949188,loss,training
845,0.12181613594293594,loss,training
846,0.1218559667468071,loss,training
847,0.12177227437496185,loss,training
848,0.12245119363069534,loss,training
849,0.12155818194150925,loss,training
850,0.1220785528421402,loss,training
851,0.12155874073505402,loss,training
852,0.1216098964214325,loss,training
853,0.1215556189417839,loss,training
854,0.12118637561798096,loss,training
855,0.12125085294246674,loss,training
856,0.1220337450504303,loss,training
857,0.12137425690889359,loss,training
858,0.12147736549377441,loss,training
859,0.1216188371181488,loss,training
860,0.12176674604415894,loss,training
861,0.12102939188480377,loss,training
862,0.12146013230085373,loss,training
863,0.12108068913221359,loss,training
864,0.12099797278642654,loss,training
865,0.1207609549164772,loss,training
866,0.12127237766981125,loss,training
867,0.121335469186306,loss,training
868,0.12095732986927032,loss,training
869,0.1211380884051323,loss,training
870,0.12091019004583359,loss,training
871,0.12109871953725815,loss,training
872,0.12069964408874512,loss,training
873,0.12076898664236069,loss,training
874,0.12133676558732986,loss,training
